Date,Close,Predictions
2018-10-18,54.00500107,54.265938
2018-10-19,54.82749939,52.974075
2018-10-22,55.16249847,54.03004
2018-10-23,55.68249893,54.202156
2018-10-24,53.77249908,54.79598
2018-10-25,54.95000076,52.598057
2018-10-26,54.07500076,54.220425
2018-10-29,53.06000137,52.94393
2018-10-30,53.32500076,52.08271
2018-10-31,54.71500015,52.453674
2018-11-01,55.55500031,53.919327
2018-11-02,51.86999893,54.675045
2018-11-05,50.39749908,50.558193
2018-11-06,50.94250107,49.538395
2018-11-07,52.48749924,50.119076
2018-11-08,52.12250137,51.7474
2018-11-09,51.11750031,51.208694
2018-11-12,48.54249954,50.254612
2018-11-13,48.05749893,47.549206
2018-11-14,46.70000076,47.34027
2018-11-15,47.85250092,45.827698
2018-11-16,48.38249969,47.29051
2018-11-19,46.46500015,47.675426
2018-11-20,44.24499893,45.659496
2018-11-21,44.19499969,43.537807
2018-11-23,43.07249832,43.639652
2018-11-26,43.65499878,42.381176
2018-11-27,43.56000137,43.171352
2018-11-28,45.23500061,42.9677
2018-11-29,44.88750076,44.809937
2018-11-30,44.64500046,44.24535
2018-12-03,46.20500183,44.099712
2018-12-04,44.17250061,45.706673
2018-12-06,43.68000031,43.34906
2018-12-07,42.12250137,43.117485
2018-12-10,42.40000153,41.381332
2018-12-11,42.15750122,41.849884
2018-12-12,42.27500153,41.50124
2018-12-13,42.73749924,41.71019
2018-12-14,41.36999893,42.178356
2018-12-17,40.98500061,40.720596
2018-12-18,41.51750183,40.474037
2018-12-19,40.22249985,40.98675
2018-12-20,39.20750046,39.59333
2018-12-21,37.68249893,38.69534
2018-12-24,36.70750046,37.14316
2018-12-26,39.29249954,36.251106
2018-12-27,39.03749847,38.928837
2018-12-28,39.05749893,38.463562
2018-12-31,39.43500137,38.653786
2019-01-02,39.47999954,38.985332
2019-01-03,35.54750061,38.993156
2019-01-04,37.06499863,34.948772
2019-01-07,36.98249817,36.797745
2019-01-08,37.6875,36.39868
2019-01-09,38.32749939,37.268444
2019-01-10,38.45000076,37.853325
2019-01-11,38.07249832,37.974686
2019-01-14,37.5,37.58824
2019-01-15,38.26750183,37.01505
2019-01-16,38.73500061,37.81136
2019-01-17,38.96500015,38.20241
2019-01-18,39.20500183,38.444584
2019-01-22,38.32500076,38.679825
2019-01-23,38.47999954,37.75289
2019-01-24,38.17499924,37.982967
2019-01-25,39.43999863,37.605427
2019-01-28,39.07500076,38.9516
2019-01-29,38.66999817,38.461258
2019-01-30,41.3125,38.143177
2019-01-31,41.61000061,40.8631
2019-02-01,41.63000107,40.939583
2019-02-04,42.8125,41.05682
2019-02-05,43.54499817,42.2451
2019-02-06,43.56000137,42.881207
2019-02-07,42.73500061,42.862507
2019-02-08,42.60250092,41.99506
2019-02-11,42.35749817,41.91681
2019-02-12,42.72249985,41.62695
2019-02-13,42.54499817,42.04758
2019-02-14,42.70000076,41.827938
2019-02-15,42.60499954,42.04558
2019-02-19,42.73249817,41.92643
2019-02-20,43.00749969,42.08941
2019-02-21,42.76499939,42.362823
2019-02-22,43.24250031,42.093464
2019-02-25,43.55749893,42.631874
2019-02-26,43.58250046,42.898632
