Date,Close,Predictions
2018-10-18,108.5,110.788475
2018-10-19,108.6600037,108.51202
2018-10-22,109.6299973,108.44805
2018-10-23,108.0999985,109.463715
2018-10-24,102.3199997,108.14827
2018-10-25,108.3000031,102.637375
2018-10-26,106.9599991,107.879875
2018-10-29,103.8499985,107.33009
2018-10-30,103.7300034,104.180145
2018-10-31,106.8099976,103.78164
2018-11-01,105.9199982,106.748245
2018-11-02,106.1600037,106.18014
2018-11-05,107.5100021,106.18466
2018-11-06,107.7200012,107.39758
2018-11-07,111.9599991,107.651764
2018-11-08,111.75,111.55283
2018-11-09,109.5699997,111.58114
2018-11-12,106.8700027,109.31283
2018-11-13,106.9400024,106.591034
2018-11-14,104.9700012,106.61755
2018-11-15,107.2799988,105.012985
2018-11-16,108.2900009,107.13613
2018-11-19,104.6200027,108.339294
2018-11-20,101.7099991,104.891914
2018-11-21,103.1100006,101.81941
2018-11-23,103.0699997,103.023865
2018-11-26,106.4700012,103.27934
2018-11-27,107.1399994,106.42949
2018-11-28,111.1200027,107.23408
2018-11-29,110.1900024,110.77728
2018-11-30,110.8899994,110.01524
2018-12-03,112.0899963,110.375786
2018-12-04,108.5199966,111.51667
2018-12-06,109.1900024,108.262054
2018-12-07,104.8199997,108.66426
2018-12-10,107.5899963,104.83183
2018-12-11,108.5899963,107.22456
2018-12-12,109.0800018,108.57682
2018-12-13,109.4499969,109.05896
2018-12-14,106.0299988,109.31658
2018-12-17,102.8899994,106.05335
2018-12-18,103.9700012,102.86033
2018-12-19,103.6900024,103.80389
2018-12-20,101.5100021,103.84811
2018-12-21,98.23000336,101.83693
2018-12-24,94.12999725,98.624466
2018-12-26,100.5599976,94.66889
2018-12-27,101.1800003,100.409355
2018-12-28,100.3899994,101.710556
2018-12-31,101.5699997,100.78103
2019-01-02,101.1200027,101.57322
2019-01-03,97.40000153,101.168976
2019-01-04,101.9300003,97.63496
2019-01-07,102.0599976,101.52334
2019-01-08,102.8000031,102.17505
2019-01-09,104.2699966,102.75647
2019-01-10,103.5999985,104.0759
2019-01-11,102.8000031,103.49449
2019-01-14,102.0500031,102.62213
2019-01-15,105.0100021,101.88198
2019-01-16,105.3799973,104.64056
2019-01-17,106.1200027,105.27639
2019-01-18,107.7099991,105.88403
2019-01-22,105.6800003,107.33496
2019-01-23,106.7099991,105.4983
2019-01-24,106.1999969,106.24155
2019-01-25,107.1699982,105.91985
2019-01-28,105.0800018,106.80958
2019-01-29,102.9400024,104.96632
2019-01-30,106.3799973,102.81851
2019-01-31,104.4300003,105.957344
2019-02-01,102.7799988,104.53509
2019-02-04,105.7399979,102.76367
2019-02-05,107.2200012,105.40528
2019-02-06,106.0299988,107.07949
2019-02-07,105.2699966,105.9646
2019-02-08,105.6699982,105.03542
2019-02-11,105.25,105.36092
2019-02-12,106.8899994,105.065506
2019-02-13,106.8099976,106.587364
2019-02-14,106.9000015,106.65413
2019-02-15,108.2200012,106.669685
2019-02-19,108.1699982,107.87949
2019-02-20,107.1500015,107.917435
2019-02-21,109.4100037,106.91037
2019-02-22,110.9700012,108.9434
2019-02-25,111.5899963,110.61315
2019-02-26,112.3600006,111.22511
2019-02-27,112.1699982,111.87991
2019-02-28,112.0299988,111.69248
2019-03-01,112.5299988,111.52263
2019-03-04,112.2600021,112.01585
2019-03-05,111.6999969,111.844604
2019-03-06,111.75,111.323166
2019-03-07,110.3899994,111.3732
2019-03-08,110.5100021,110.15679
2019-03-11,112.8300018,110.2186
2019-03-12,113.6200027,112.48215
2019-03-13,114.5,113.38881
2019-03-14,114.5899963,114.14467
2019-03-15,115.9100037,114.18021
2019-03-18,117.5699997,115.36213
2019-03-19,117.6500015,116.99504
2019-03-20,117.5199966,117.11861
2019-03-21,120.2200012,116.92485
2019-03-22,117.0500031,119.47431
2019-03-25,117.6600037,116.64927
2019-03-26,117.9100037,116.98831
2019-03-27,116.7699966,117.408325
2019-03-28,116.9300003,116.41304
2019-03-29,117.9400024,116.52893
2019-04-01,119.0199966,117.563545
2019-04-02,119.1900024,118.6621
2019-04-03,119.9700012,118.82751
2019-04-04,119.3600006,119.49726
2019-04-05,119.8899994,118.92356
2019-04-08,119.9300003,119.36665
2019-04-09,119.2799988,119.46924
2019-04-10,120.1900024,118.866455
2019-04-11,120.3300018,119.71855
2019-04-12,120.9499969,119.94888
2019-04-15,121.0500031,120.53128
2019-04-16,120.7699966,120.64499
2019-04-17,121.7699966,120.35755
2019-04-18,123.3700027,121.29335
2019-04-22,123.7600021,122.89022
2019-04-23,125.4400024,123.30204
2019-04-24,125.0100021,124.835724
2019-04-25,129.1499939,124.45253
2019-04-26,129.8899994,128.32625
2019-04-29,129.7700043,129.21066
2019-04-30,130.6000061,128.941
2019-05-01,127.8799973,129.65881
2019-05-02,126.2099991,127.105385
2019-05-03,128.8999939,125.444756
2019-05-06,128.1499939,128.17503
2019-05-07,125.5199966,127.74593
2019-05-08,125.5100021,125.12768
2019-05-09,125.5,125.028824
2019-05-10,127.1299973,125.166954
2019-05-13,123.3499985,126.78836
2019-05-14,124.7300034,123.22648
2019-05-15,126.0199966,124.30908
2019-05-16,128.9299927,125.748245
2019-05-17,128.0700073,128.57834
2019-05-20,126.2200012,127.75653
